"s"	"abstract"	"name"	"year"	"hurType"	"season"	"damages"	"fatalities"	"winds"	"started"	"ended"	"areas"
"http://dbpedia.org/resource/Cyclone_Heta"	"Cyclone Heta was a powerful Category 5 tropical cyclone that caused catastrophic damage to the islands of Tonga, Niue, and American Samoa during late December 2003 and early January 2004. Heta formed on December 25, 2003; it reached a maximum intensity of 160 mph (260 km/h) and an estimated pressure of 915 millibars before dissipating on January 11, 2004. It was the first tropical cyclone to form in the area of responsibility of the Regional Specialized Meteorological Centre (RSMC) at Nadi, Fiji, during the 2003-04 South Pacific cyclone season.The damage Heta caused on Tonga, Niue, and American Samoa was estimated at $150 million (2004 USD), with most of the damage occurring in American Samoa; the cyclone was also responsible for one death. Heta precipitated a massive relief and clean-up operation that lasted throughout 2004."	"Severe Tropical Cyclone Heta"	2004	"http://dbpedia.org/class/yago/Hurricane111467018"	2003	113	1	140	2003-12-25	2004-01-08	"http://dbpedia.org/resource/Niue"
"http://dbpedia.org/resource/Cyclone_Heta"	"Cyclone Heta was a powerful Category 5 tropical cyclone that caused catastrophic damage to the islands of Tonga, Niue, and American Samoa during late December 2003 and early January 2004. Heta formed on December 25, 2003; it reached a maximum intensity of 160 mph (260 km/h) and an estimated pressure of 915 millibars before dissipating on January 11, 2004. It was the first tropical cyclone to form in the area of responsibility of the Regional Specialized Meteorological Centre (RSMC) at Nadi, Fiji, during the 2003-04 South Pacific cyclone season.The damage Heta caused on Tonga, Niue, and American Samoa was estimated at $150 million (2004 USD), with most of the damage occurring in American Samoa; the cyclone was also responsible for one death. Heta precipitated a massive relief and clean-up operation that lasted throughout 2004."	"Severe Tropical Cyclone Heta"	2004	"http://dbpedia.org/class/yago/Hurricane111467018"	2003	113	1	140	2003-12-25	2004-01-08	"http://dbpedia.org/resource/Tonga"
"http://dbpedia.org/resource/Cyclone_Heta"	"Cyclone Heta was a powerful Category 5 tropical cyclone that caused catastrophic damage to the islands of Tonga, Niue, and American Samoa during late December 2003 and early January 2004. Heta formed on December 25, 2003; it reached a maximum intensity of 160 mph (260 km/h) and an estimated pressure of 915 millibars before dissipating on January 11, 2004. It was the first tropical cyclone to form in the area of responsibility of the Regional Specialized Meteorological Centre (RSMC) at Nadi, Fiji, during the 2003-04 South Pacific cyclone season.The damage Heta caused on Tonga, Niue, and American Samoa was estimated at $150 million (2004 USD), with most of the damage occurring in American Samoa; the cyclone was also responsible for one death. Heta precipitated a massive relief and clean-up operation that lasted throughout 2004."	"Severe Tropical Cyclone Heta"	2004	"http://dbpedia.org/class/yago/Hurricane111467018"	2003	113	1	140	2003-12-25	2004-01-08	"http://dbpedia.org/resource/Samoan_Islands"
"http://dbpedia.org/resource/Cyclone_Gwenda"	"Severe Tropical Cyclone Gwenda was tied for the most intense Australian tropical cyclone on record, with a barometric pressure of 900 hPa (mbar). Forming out of a tropical disturbance over the Arafura Sea on 2 April 1999, the precursor to Gwenda tracked slowly westward and gradually became more organised. On 4 April, the system developed into a Category 1 cyclone and was named Gwenda. It began to undergo explosive intensification the following day, and in a 30-hour span ending early on 7 April, the storm's maximum 10-minute sustained wind speed increased from 75 km/h (45 mph) to 225 km/h (140 mph) and its barometric pressure decreased to 900 hPa (mbar). The Joint Typhoon Warning Center reported that the storm had peaked as a high-end Category 4 equivalent on the Saffir–Simpson Hurricane Scale.Increasing wind shear and an acceleration in forward speed caused Gwenda to quickly weaken. Less than 18 hours after peaking, the storm made landfall roughly 45 km (28 mi) east of Port Hedland, Western Australia with winds of 100 km/h (65 mph). After moving ashore, Gwenda abruptly stalled before dissipating on 8 April. Although it was once an extremely intense cyclone, the factors that caused its deterioration also prevented significant damage. Rainfall from the storm peaked at 205 mm (8.1 in). Minor structural damage was reported, and only localised flooding was recorded. Following its usage, the name Gwenda was retired at the end of the season."	"Severe Tropical Cyclone Gwenda"	1999	"http://dbpedia.org/class/yago/Hurricane111467018"	1998	"Minimal"	"None reported"	130	1999-04-02	1999-04-08	"http://dbpedia.org/resource/Western_Australia"
"http://dbpedia.org/resource/Typhoon_Isa"	"Typhoon Isa was the first of eleven super-typhoons to occur during the 1997 Pacific typhoon season. The second tropical cyclone of the season, Isa developed from a disturbance in the monsoon trough near the Caroline Islands on April 12. It moved erratically at first, though after attaining tropical storm status it curved westward due to the subtropical ridge to its north. Isa very gradually intensified, and on April 20 the typhoon reached peak 1-min winds of 270 km/h (165 mph), as reported by the Joint Typhoon Warning Center; Japan Meteorological Agency reported maximum 10-min winds of 155 km/h (100 mph). After turning northward, it accelerated to the northeast, and merged with a larger extratropical cyclone on April 24.Early in its duration, Isa caused light rainfall and moderate winds on Pohnpei. Later, a stationary rainband from the typhoon dropped heavy precipitation on Guam during its dry season. Damage in the Guam National Weather Service area of responsibility totaled $1 million (1997 USD, $1.3 million 2006 USD), the majority of it from crop damage. No deaths were reported."	"Typhoon Isa"	1997	"http://dbpedia.org/class/yago/Hurricane111467018"	1997	1	"None Reported"	145	1997-04-11	1997-04-23	"http://dbpedia.org/resource/Pohnpei"
"http://dbpedia.org/resource/Typhoon_Isa"	"Typhoon Isa was the first of eleven super-typhoons to occur during the 1997 Pacific typhoon season. The second tropical cyclone of the season, Isa developed from a disturbance in the monsoon trough near the Caroline Islands on April 12. It moved erratically at first, though after attaining tropical storm status it curved westward due to the subtropical ridge to its north. Isa very gradually intensified, and on April 20 the typhoon reached peak 1-min winds of 270 km/h (165 mph), as reported by the Joint Typhoon Warning Center; Japan Meteorological Agency reported maximum 10-min winds of 155 km/h (100 mph). After turning northward, it accelerated to the northeast, and merged with a larger extratropical cyclone on April 24.Early in its duration, Isa caused light rainfall and moderate winds on Pohnpei. Later, a stationary rainband from the typhoon dropped heavy precipitation on Guam during its dry season. Damage in the Guam National Weather Service area of responsibility totaled $1 million (1997 USD, $1.3 million 2006 USD), the majority of it from crop damage. No deaths were reported."	"Typhoon Isa"	1997	"http://dbpedia.org/class/yago/Hurricane111467018"	1997	1	"None Reported"	145	1997-04-11	1997-04-23	"http://dbpedia.org/resource/Guam"
"http://dbpedia.org/resource/Typhoon_Isa"	"Typhoon Isa was the first of eleven super-typhoons to occur during the 1997 Pacific typhoon season. The second tropical cyclone of the season, Isa developed from a disturbance in the monsoon trough near the Caroline Islands on April 12. It moved erratically at first, though after attaining tropical storm status it curved westward due to the subtropical ridge to its north. Isa very gradually intensified, and on April 20 the typhoon reached peak 1-min winds of 270 km/h (165 mph), as reported by the Joint Typhoon Warning Center; Japan Meteorological Agency reported maximum 10-min winds of 155 km/h (100 mph). After turning northward, it accelerated to the northeast, and merged with a larger extratropical cyclone on April 24.Early in its duration, Isa caused light rainfall and moderate winds on Pohnpei. Later, a stationary rainband from the typhoon dropped heavy precipitation on Guam during its dry season. Damage in the Guam National Weather Service area of responsibility totaled $1 million (1997 USD, $1.3 million 2006 USD), the majority of it from crop damage. No deaths were reported."	"Typhoon Isa"	1997	"http://dbpedia.org/class/yago/Hurricane111467018"	1997	1	"None Reported"	145	1997-04-11	1997-04-23	"http://dbpedia.org/resource/Rota_(island)"
"http://dbpedia.org/resource/Cyclone_Herbie"	"Tropical Cyclone Herbie was the only known tropical system to impact Western Australia during the month of May on record. The final cyclone of the 1987–88 Australian region cyclone season, Herbie was first identified northwest of the Cocos Islands on 17 May. The following day, the system was classified as a tropical low by the Australian Bureau of Meteorology and intensified into a Category 1 cyclone later that day. Several hours after this upgrade, the storm attained its initial peak intensity with winds of 75 km/h (45 mph 10-minute sustained). Around the same time, the Joint Typhoon Warning Center classified Herbie as Tropical Storm 21S.On 19 May, the cyclone formed a new low pressure center and relocated roughly 300 km (190 mi) south. Shortly thereafter, the storm began to accelerate towards the southeast and started to undergo an extratropical transition. Early on 21 May, Herbie made landfall in Shark Bay before losing its identity the following day over the Great Australian Bight. Although a weak storm, Herbie brought flooding rains and severe dust storms to portions of Western Australia. Additionally, a 30,000 ton freighter broke in half amidst rough seas produced by the storm. Total losses from the storm reached A$20 million ($15.6 million USD). Due to the significant damage wrought by Herbie, the name was retired following its use."	"Tropical Cyclone Herbie"	1988	"http://dbpedia.org/class/yago/Hurricane111467018"	1987	15.6	"None reported"	35	1988-05-17	1988-05-21	"http://dbpedia.org/resource/Western_Australia"
"http://dbpedia.org/resource/Cyclone_Indlala"	"Intense Tropical Cyclone Indlala was a tropical cyclone that caused severe damage in Madagascar in 2007. The 12th tropical system, 9th named storm, and 5th intense tropical cyclone of the 2006-07 South-West Indian Ocean cyclone season, Indlala developed on March 3, 2007 as a tropical depression. It moved westward and was upgraded to Tropical Depression 12 on March 6. In an area of favorable environment for tropical cyclone formation, it tracked westward, steadily intensifying. It was upgraded to Moderate Tropical Storm Indlala on March 12. It continued to intensify and became a Severe Tropical Storm the next day. It then became a Tropical cyclone that same day as it moved westward and was upgraded to Intense Tropical Cyclone Indlala as it reached its peak intensity of 155 mph shortly before making landfall in the northeastern section of Madagascar.The storm resulted in 150 fatalities in Madagascar. 126 people were also reported missing, and 125,000 people were directly affected by the storm. Severe flooding, high wind and storm surge pounded the coastal areas, while inland, flooding from heavy rainfall caused extreme damage. In Maroanstetra, one of the hardest hit regions, the entire region was flooded, and 90 percent of the surrounding villages were flooded. Ten percent of the concrete houses and 35 percent of traditional wood houses were destroyed there. Damage totaled to US$240 million."	"Intense Tropical Cyclone Indlala"	2007	"http://dbpedia.org/class/yago/Hurricane111467018"	2006	240	150	120	2007-03-09	2007-03-18	"http://dbpedia.org/resource/Madagascar"
"http://dbpedia.org/resource/Hurricane_Cora"	"Hurricane Cora was the first tropical cyclone of the 1978 Atlantic hurricane season to reach hurricane strength. Forming from a disturbance that exited the African coast on August 7, the storm moved at an unusually high forward speed for a cyclone in the Atlantic Ocean in August. The storm later reached hurricane strength and formed a well-defined eye that lasted only 12 hours before the eye rapidly lost organization for unknown reasons, though the post-season report on the storm mentions the possibility that its high speed caused the eye to dissipate. The storm moved west-southwestward, weakening before making landfall on the island of Grenada. The storm lost its circulation and became a tropical wave on August 12. The remnant crossed over Central America into the Pacific Ocean, where it reintensified, becoming Hurricane Kristy.Cora was an unusual cyclone, maintaining an unusually low latitude for the Atlantic in August at high speeds, similar to the tracks of Tropical Storm Alma in 1974 and Tropical Storm Fran in 1990. The hurricane was also upgraded into a hurricane based solely on satellite photography, the second time this occurred. Although it passed through the Windward Islands and the Lesser Antilles, only minor effects were reported. Cora was also responsible for altering weather conditions allowing for a takeoff of the historical flight of the Double Eagle II hot air balloon."	"Hurricane Cora"	1978	"http://dbpedia.org/class/yago/Hurricane111467018"	1978	"Minimal"	1	80	1978-08-07	1978-08-12	"http://dbpedia.org/resource/Windward_Islands"
"http://dbpedia.org/resource/Hurricane_Cora"	"Hurricane Cora was the first tropical cyclone of the 1978 Atlantic hurricane season to reach hurricane strength. Forming from a disturbance that exited the African coast on August 7, the storm moved at an unusually high forward speed for a cyclone in the Atlantic Ocean in August. The storm later reached hurricane strength and formed a well-defined eye that lasted only 12 hours before the eye rapidly lost organization for unknown reasons, though the post-season report on the storm mentions the possibility that its high speed caused the eye to dissipate. The storm moved west-southwestward, weakening before making landfall on the island of Grenada. The storm lost its circulation and became a tropical wave on August 12. The remnant crossed over Central America into the Pacific Ocean, where it reintensified, becoming Hurricane Kristy.Cora was an unusual cyclone, maintaining an unusually low latitude for the Atlantic in August at high speeds, similar to the tracks of Tropical Storm Alma in 1974 and Tropical Storm Fran in 1990. The hurricane was also upgraded into a hurricane based solely on satellite photography, the second time this occurred. Although it passed through the Windward Islands and the Lesser Antilles, only minor effects were reported. Cora was also responsible for altering weather conditions allowing for a takeoff of the historical flight of the Double Eagle II hot air balloon."	"Hurricane Cora"	1978	"http://dbpedia.org/class/yago/Hurricane111467018"	1978	"Minimal"	1	80	1978-08-07	1978-08-12	"http://dbpedia.org/resource/Barbados"
"http://dbpedia.org/resource/Hurricane_Cora"	"Hurricane Cora was the first tropical cyclone of the 1978 Atlantic hurricane season to reach hurricane strength. Forming from a disturbance that exited the African coast on August 7, the storm moved at an unusually high forward speed for a cyclone in the Atlantic Ocean in August. The storm later reached hurricane strength and formed a well-defined eye that lasted only 12 hours before the eye rapidly lost organization for unknown reasons, though the post-season report on the storm mentions the possibility that its high speed caused the eye to dissipate. The storm moved west-southwestward, weakening before making landfall on the island of Grenada. The storm lost its circulation and became a tropical wave on August 12. The remnant crossed over Central America into the Pacific Ocean, where it reintensified, becoming Hurricane Kristy.Cora was an unusual cyclone, maintaining an unusually low latitude for the Atlantic in August at high speeds, similar to the tracks of Tropical Storm Alma in 1974 and Tropical Storm Fran in 1990. The hurricane was also upgraded into a hurricane based solely on satellite photography, the second time this occurred. Although it passed through the Windward Islands and the Lesser Antilles, only minor effects were reported. Cora was also responsible for altering weather conditions allowing for a takeoff of the historical flight of the Double Eagle II hot air balloon."	"Hurricane Cora"	1978	"http://dbpedia.org/class/yago/Hurricane111467018"	1978	"Minimal"	1	80	1978-08-07	1978-08-12	"http://dbpedia.org/resource/Grenada"
"http://dbpedia.org/resource/Hurricane_Cora"	"Hurricane Cora was the first tropical cyclone of the 1978 Atlantic hurricane season to reach hurricane strength. Forming from a disturbance that exited the African coast on August 7, the storm moved at an unusually high forward speed for a cyclone in the Atlantic Ocean in August. The storm later reached hurricane strength and formed a well-defined eye that lasted only 12 hours before the eye rapidly lost organization for unknown reasons, though the post-season report on the storm mentions the possibility that its high speed caused the eye to dissipate. The storm moved west-southwestward, weakening before making landfall on the island of Grenada. The storm lost its circulation and became a tropical wave on August 12. The remnant crossed over Central America into the Pacific Ocean, where it reintensified, becoming Hurricane Kristy.Cora was an unusual cyclone, maintaining an unusually low latitude for the Atlantic in August at high speeds, similar to the tracks of Tropical Storm Alma in 1974 and Tropical Storm Fran in 1990. The hurricane was also upgraded into a hurricane based solely on satellite photography, the second time this occurred. Although it passed through the Windward Islands and the Lesser Antilles, only minor effects were reported. Cora was also responsible for altering weather conditions allowing for a takeoff of the historical flight of the Double Eagle II hot air balloon."	"Hurricane Cora"	1978	"http://dbpedia.org/class/yago/Hurricane111467018"	1978	"Minimal"	1	80	1978-08-07	1978-08-12	"http://dbpedia.org/resource/Saint_Lucia"
"http://dbpedia.org/resource/Hurricane_Celia"	"Hurricane Celia was the costliest tropical cyclone in Texas history until Hurricane Alicia in 1983. The third named storm, second hurricane, and first major hurricane of the 1970 Atlantic hurricane season, Celia developed from a tropical wave in the western Caribbean Sea on July 31. Initially, the depression tracked north-northwestward without significantly strengthening, and crossed over western Cuba on August 1. Heavy rains on the island caused severe flooding, leading to five fatalities. The depression entered the Gulf of Mexico and was upgraded to Tropical Storm Celia later on August 1. Due to warm sea surface temperatures, Celia rapidly intensified into a Category 3 hurricane on the Saffir–Simpson hurricane wind scale on August 1. Storm surge and swells lashed the west coast of Florida, especially the Panhandle, causing eight people to drown. Early on August 2, Celia began to weaken. However, the storm underwent rapid deepening again and peaked as a Category 3 hurricane with winds of 125 mph (205 km/h) on August 3.In Louisiana, tides caused minor coastal flooding. Minor erosion damage was reported along Highway 82 in Cameron Parish. Late on August 3, Celia made landfall near Corpus Christi, Texas. Throughout the state, 8,950 homes were destroyed and damaged about 55,650 others. About 252 small businesses, 331 boats, and 310 farm buildings were either damaged or destroyed. Impact was the worst in Nueces County, which observed gusts as high as 180 mph (290 km/h). In Corpus Christi, about one-third of houses suffered severe damage or were destroyed. Additionally, about 90% of the buildings in downtown were damaged to some degree. Celia weakened as it continued further inland and dissipated over New Mexico on August 6. The remnants of Celia brought up to 2 inches (51 mm) of rainfall to the state. Overall, this storm caused 28 deaths and $930 million (1970 USD) in damage."	"Hurricane Celia"	1970	"http://dbpedia.org/class/yago/Hurricane111467018"	1970	930	27	110	1970-07-31	1970-08-05	"western Cuba, coastal Florida and Texas"
"http://dbpedia.org/resource/Hurricane_Celia"	"Hurricane Celia was the costliest tropical cyclone in Texas history until Hurricane Alicia in 1983. The third named storm, second hurricane, and first major hurricane of the 1970 Atlantic hurricane season, Celia developed from a tropical wave in the western Caribbean Sea on July 31. Initially, the depression tracked north-northwestward without significantly strengthening, and crossed over western Cuba on August 1. Heavy rains on the island caused severe flooding, leading to five fatalities. The depression entered the Gulf of Mexico and was upgraded to Tropical Storm Celia later on August 1. Due to warm sea surface temperatures, Celia rapidly intensified into a Category 3 hurricane on the Saffir–Simpson hurricane wind scale on August 1. Storm surge and swells lashed the west coast of Florida, especially the Panhandle, causing eight people to drown. Early on August 2, Celia began to weaken. However, the storm underwent rapid deepening again and peaked as a Category 3 hurricane with winds of 125 mph (205 km/h) on August 3.In Louisiana, tides caused minor coastal flooding. Minor erosion damage was reported along Highway 82 in Cameron Parish. Late on August 3, Celia made landfall near Corpus Christi, Texas. Throughout the state, 8,950 homes were destroyed and damaged about 55,650 others. About 252 small businesses, 331 boats, and 310 farm buildings were either damaged or destroyed. Impact was the worst in Nueces County, which observed gusts as high as 180 mph (290 km/h). In Corpus Christi, about one-third of houses suffered severe damage or were destroyed. Additionally, about 90% of the buildings in downtown were damaged to some degree. Celia weakened as it continued further inland and dissipated over New Mexico on August 6. The remnants of Celia brought up to 2 inches (51 mm) of rainfall to the state. Overall, this storm caused 28 deaths and $930 million (1970 USD) in damage."	"Hurricane Celia"	1970	"http://dbpedia.org/class/yago/RetiredAtlanticHurricanes"	1970	930	27	110	1970-07-31	1970-08-05	"western Cuba, coastal Florida and Texas"
"http://dbpedia.org/resource/Hurricane_Eloise"	"Hurricane Eloise was the most destructive tropical cyclone of the 1975 Atlantic hurricane season. The fifth tropical storm, fourth hurricane, and second major hurricane of the season, Eloise formed as a tropical depression on September 13 to the east of the Virgin Islands. The depression tracked westward and intensified into a tropical storm while passing to the north of Puerto Rico. Eloise briefly attained hurricane intensity soon thereafter, but weakened back to a tropical storm upon making landfall over Hispaniola. A weak and disorganized cyclone, Eloise emerged into open waters of the northern Caribbean Sea; upon striking the northern Yucatan Peninsula, it turned north and began to re-intensify. In the Gulf of Mexico, the cyclone quickly matured and became a Category 3 hurricane on September 23. Eloise made landfall along the Florida Panhandle west of Panama City before moving inland across Alabama and dissipating on September 24.The storm produced torrential rainfall throughout the islands of Puerto Rico and Hispaniola, causing extensive flooding that led to severe damage and more than 40 deaths. Thousands of people in these areas became homeless as flood waters submerged numerous communities. As Eloise progressed westward, it affected Cuba to a lesser extent. In advance of the storm, about 100,000 residents evacuated from the Gulf Coast region. Upon making landfall in Florida, Eloise generated wind gusts of 155 miles per hour (249 km/h), which demolished hundreds of buildings in the area. The storm's severe winds, waves, and storm surge left numerous beaches, piers, and other coastal structures heavily impaired.Wind-related damage extended into inland Alabama and Georgia. Further north, torrential rains along the entire East Coast of the United States created an unprecedented and far-reaching flooding event, especially into the Mid-Atlantic States. In that region, an additional 17 people died as a result of freshwater flooding from the post-tropical storm; infrastructural and geological effects were comparable to those from Hurricane Agnes several years prior. Across the United States, damage amounted to approximately $560 million. The storm killed 80 people along its entire track; due to the severe damage, the name ""Eloise"" was retired from the Atlantic tropical cyclone naming lists."	"Hurricane Eloise"	1975	"http://dbpedia.org/class/yago/Hurricane111467018"	1975	560	80	110	1975-09-13	1975-09-24	"http://dbpedia.org/resource/Yucatán_Peninsula"
"http://dbpedia.org/resource/Hurricane_Eloise"	"Hurricane Eloise was the most destructive tropical cyclone of the 1975 Atlantic hurricane season. The fifth tropical storm, fourth hurricane, and second major hurricane of the season, Eloise formed as a tropical depression on September 13 to the east of the Virgin Islands. The depression tracked westward and intensified into a tropical storm while passing to the north of Puerto Rico. Eloise briefly attained hurricane intensity soon thereafter, but weakened back to a tropical storm upon making landfall over Hispaniola. A weak and disorganized cyclone, Eloise emerged into open waters of the northern Caribbean Sea; upon striking the northern Yucatan Peninsula, it turned north and began to re-intensify. In the Gulf of Mexico, the cyclone quickly matured and became a Category 3 hurricane on September 23. Eloise made landfall along the Florida Panhandle west of Panama City before moving inland across Alabama and dissipating on September 24.The storm produced torrential rainfall throughout the islands of Puerto Rico and Hispaniola, causing extensive flooding that led to severe damage and more than 40 deaths. Thousands of people in these areas became homeless as flood waters submerged numerous communities. As Eloise progressed westward, it affected Cuba to a lesser extent. In advance of the storm, about 100,000 residents evacuated from the Gulf Coast region. Upon making landfall in Florida, Eloise generated wind gusts of 155 miles per hour (249 km/h), which demolished hundreds of buildings in the area. The storm's severe winds, waves, and storm surge left numerous beaches, piers, and other coastal structures heavily impaired.Wind-related damage extended into inland Alabama and Georgia. Further north, torrential rains along the entire East Coast of the United States created an unprecedented and far-reaching flooding event, especially into the Mid-Atlantic States. In that region, an additional 17 people died as a result of freshwater flooding from the post-tropical storm; infrastructural and geological effects were comparable to those from Hurricane Agnes several years prior. Across the United States, damage amounted to approximately $560 million. The storm killed 80 people along its entire track; due to the severe damage, the name ""Eloise"" was retired from the Atlantic tropical cyclone naming lists."	"Hurricane Eloise"	1975	"http://dbpedia.org/class/yago/Hurricane111467018"	1975	560	80	110	1975-09-13	1975-09-24	"http://dbpedia.org/resource/Lesser_Antilles"
"http://dbpedia.org/resource/Hurricane_Eloise"	"Hurricane Eloise was the most destructive tropical cyclone of the 1975 Atlantic hurricane season. The fifth tropical storm, fourth hurricane, and second major hurricane of the season, Eloise formed as a tropical depression on September 13 to the east of the Virgin Islands. The depression tracked westward and intensified into a tropical storm while passing to the north of Puerto Rico. Eloise briefly attained hurricane intensity soon thereafter, but weakened back to a tropical storm upon making landfall over Hispaniola. A weak and disorganized cyclone, Eloise emerged into open waters of the northern Caribbean Sea; upon striking the northern Yucatan Peninsula, it turned north and began to re-intensify. In the Gulf of Mexico, the cyclone quickly matured and became a Category 3 hurricane on September 23. Eloise made landfall along the Florida Panhandle west of Panama City before moving inland across Alabama and dissipating on September 24.The storm produced torrential rainfall throughout the islands of Puerto Rico and Hispaniola, causing extensive flooding that led to severe damage and more than 40 deaths. Thousands of people in these areas became homeless as flood waters submerged numerous communities. As Eloise progressed westward, it affected Cuba to a lesser extent. In advance of the storm, about 100,000 residents evacuated from the Gulf Coast region. Upon making landfall in Florida, Eloise generated wind gusts of 155 miles per hour (249 km/h), which demolished hundreds of buildings in the area. The storm's severe winds, waves, and storm surge left numerous beaches, piers, and other coastal structures heavily impaired.Wind-related damage extended into inland Alabama and Georgia. Further north, torrential rains along the entire East Coast of the United States created an unprecedented and far-reaching flooding event, especially into the Mid-Atlantic States. In that region, an additional 17 people died as a result of freshwater flooding from the post-tropical storm; infrastructural and geological effects were comparable to those from Hurricane Agnes several years prior. Across the United States, damage amounted to approximately $560 million. The storm killed 80 people along its entire track; due to the severe damage, the name ""Eloise"" was retired from the Atlantic tropical cyclone naming lists."	"Hurricane Eloise"	1975	"http://dbpedia.org/class/yago/Hurricane111467018"	1975	560	80	110	1975-09-13	1975-09-24	"http://dbpedia.org/resource/Florida"
"http://dbpedia.org/resource/Hurricane_Eloise"	"Hurricane Eloise was the most destructive tropical cyclone of the 1975 Atlantic hurricane season. The fifth tropical storm, fourth hurricane, and second major hurricane of the season, Eloise formed as a tropical depression on September 13 to the east of the Virgin Islands. The depression tracked westward and intensified into a tropical storm while passing to the north of Puerto Rico. Eloise briefly attained hurricane intensity soon thereafter, but weakened back to a tropical storm upon making landfall over Hispaniola. A weak and disorganized cyclone, Eloise emerged into open waters of the northern Caribbean Sea; upon striking the northern Yucatan Peninsula, it turned north and began to re-intensify. In the Gulf of Mexico, the cyclone quickly matured and became a Category 3 hurricane on September 23. Eloise made landfall along the Florida Panhandle west of Panama City before moving inland across Alabama and dissipating on September 24.The storm produced torrential rainfall throughout the islands of Puerto Rico and Hispaniola, causing extensive flooding that led to severe damage and more than 40 deaths. Thousands of people in these areas became homeless as flood waters submerged numerous communities. As Eloise progressed westward, it affected Cuba to a lesser extent. In advance of the storm, about 100,000 residents evacuated from the Gulf Coast region. Upon making landfall in Florida, Eloise generated wind gusts of 155 miles per hour (249 km/h), which demolished hundreds of buildings in the area. The storm's severe winds, waves, and storm surge left numerous beaches, piers, and other coastal structures heavily impaired.Wind-related damage extended into inland Alabama and Georgia. Further north, torrential rains along the entire East Coast of the United States created an unprecedented and far-reaching flooding event, especially into the Mid-Atlantic States. In that region, an additional 17 people died as a result of freshwater flooding from the post-tropical storm; infrastructural and geological effects were comparable to those from Hurricane Agnes several years prior. Across the United States, damage amounted to approximately $560 million. The storm killed 80 people along its entire track; due to the severe damage, the name ""Eloise"" was retired from the Atlantic tropical cyclone naming lists."	"Hurricane Eloise"	1975	"http://dbpedia.org/class/yago/Hurricane111467018"	1975	560	80	110	1975-09-13	1975-09-24	"http://dbpedia.org/resource/Eastern_United_States"
"http://dbpedia.org/resource/Hurricane_Eloise"	"Hurricane Eloise was the most destructive tropical cyclone of the 1975 Atlantic hurricane season. The fifth tropical storm, fourth hurricane, and second major hurricane of the season, Eloise formed as a tropical depression on September 13 to the east of the Virgin Islands. The depression tracked westward and intensified into a tropical storm while passing to the north of Puerto Rico. Eloise briefly attained hurricane intensity soon thereafter, but weakened back to a tropical storm upon making landfall over Hispaniola. A weak and disorganized cyclone, Eloise emerged into open waters of the northern Caribbean Sea; upon striking the northern Yucatan Peninsula, it turned north and began to re-intensify. In the Gulf of Mexico, the cyclone quickly matured and became a Category 3 hurricane on September 23. Eloise made landfall along the Florida Panhandle west of Panama City before moving inland across Alabama and dissipating on September 24.The storm produced torrential rainfall throughout the islands of Puerto Rico and Hispaniola, causing extensive flooding that led to severe damage and more than 40 deaths. Thousands of people in these areas became homeless as flood waters submerged numerous communities. As Eloise progressed westward, it affected Cuba to a lesser extent. In advance of the storm, about 100,000 residents evacuated from the Gulf Coast region. Upon making landfall in Florida, Eloise generated wind gusts of 155 miles per hour (249 km/h), which demolished hundreds of buildings in the area. The storm's severe winds, waves, and storm surge left numerous beaches, piers, and other coastal structures heavily impaired.Wind-related damage extended into inland Alabama and Georgia. Further north, torrential rains along the entire East Coast of the United States created an unprecedented and far-reaching flooding event, especially into the Mid-Atlantic States. In that region, an additional 17 people died as a result of freshwater flooding from the post-tropical storm; infrastructural and geological effects were comparable to those from Hurricane Agnes several years prior. Across the United States, damage amounted to approximately $560 million. The storm killed 80 people along its entire track; due to the severe damage, the name ""Eloise"" was retired from the Atlantic tropical cyclone naming lists."	"Hurricane Eloise"	1975	"http://dbpedia.org/class/yago/Hurricane111467018"	1975	560	80	110	1975-09-13	1975-09-24	"http://dbpedia.org/resource/Greater_Antilles"
